time,x,y,z,altitude
0.000,0.021938,0.032125,-0.003268,0.003268
0.007,0.021981,0.032017,-0.003330,0.003330
0.019,0.022063,0.031805,-0.003455,0.003455
0.027,0.022105,0.031701,-0.003518,0.003518
0.039,0.022133,0.031500,-0.003621,0.003621
0.047,0.022147,0.031402,-0.003673,0.003673
0.059,0.022161,0.031305,-0.003725,0.003725
0.067,0.022143,0.031221,-0.003762,0.003762
0.079,0.022108,0.031056,-0.003837,0.003837
0.087,0.022092,0.030975,-0.003876,0.003876
0.099,0.022043,0.030913,-0.003894,0.003894
0.107,0.021994,0.030852,-0.003914,0.003914
0.119,0.021899,0.030731,-0.003960,0.003960
0.127,0.021806,0.030688,-0.003969,0.003969
0.139,0.021714,0.030647,-0.003979,0.003979
0.147,0.021624,0.030605,-0.003991,0.003991
0.159,0.021413,0.030528,-0.004005,0.004005
0.167,0.021292,0.030493,-0.004008,0.004008
0.179,0.021173,0.030458,-0.004013,0.004013
0.187,0.021055,0.030424,-0.004015,0.004015
0.199,0.020769,0.030388,-0.003993,0.003993
0.207,0.020629,0.030371,-0.003985,0.003985
0.219,0.020491,0.030354,-0.003979,0.003979
0.227,0.020354,0.030338,-0.003973,0.003973
0.239,0.020048,0.030287,-0.003919,0.003919
0.247,0.019898,0.030262,-0.003894,0.003894
0.259,0.019750,0.030238,-0.003871,0.003871
0.267,0.019581,0.030200,-0.003830,0.003830
0.280,0.019249,0.030124,-0.003753,0.003753
0.287,0.019086,0.030086,-0.003719,0.003719
0.300,0.018928,0.030047,-0.003672,0.003672
0.307,0.018771,0.030008,-0.003628,0.003628
0.319,0.018464,0.029931,-0.003548,0.003548
0.327,0.018315,0.029886,-0.003491,0.003491
0.339,0.018168,0.029842,-0.003437,0.003437
0.347,0.018022,0.029799,-0.003385,0.003385
0.359,0.017878,0.029757,-0.003336,0.003336
0.367,0.017732,0.029723,-0.003274,0.003274
0.379,0.017446,0.029657,-0.003158,0.003158
0.387,0.017305,0.029624,-0.003104,0.003104
0.400,0.017031,0.029558,-0.002940,0.002940
0.407,0.016897,0.029525,-0.002863,0.002863
0.419,0.016763,0.029493,-0.002790,0.002790
0.427,0.016634,0.029461,-0.002673,0.002673
0.439,0.016380,0.029399,-0.002453,0.002453
0.447,0.016256,0.029369,-0.002349,0.002349
0.459,0.016133,0.029331,-0.002230,0.002230
0.467,0.016012,0.029294,-0.002116,0.002116
0.479,0.015771,0.029221,-0.001902,0.001902
0.487,0.015652,0.029185,-0.001803,0.001803
0.500,0.015522,0.029137,-0.001687,0.001687
0.507,0.015393,0.029090,-0.001576,0.001576
0.519,0.015139,0.028999,-0.001364,0.001364
0.527,0.014993,0.028943,-0.001248,0.001248
0.539,0.014850,0.028888,-0.001136,0.001136
0.547,0.014708,0.028833,-0.001032,0.001032
0.559,0.014421,0.028706,-0.000815,0.000815
0.567,0.014276,0.028633,-0.000702,0.000702
0.579,0.014133,0.028562,-0.000592,0.000592
0.587,0.013991,0.028491,-0.000486,0.000486
0.600,0.013712,0.028297,-0.000288,0.000288
0.607,0.013576,0.028201,-0.000196,0.000196
0.619,0.013441,0.028106,-0.000106,0.000106
0.627,0.013309,0.027992,-0.000024,0.000024
0.639,0.013050,0.027766,0.000133,-0.000133
0.647,0.012924,0.027655,0.000207,-0.000207
0.659,0.012802,0.027531,0.000270,-0.000270
0.667,0.012682,0.027408,0.000314,-0.000314
0.679,0.012445,0.027166,0.000397,-0.000397
0.687,0.012319,0.027038,0.000435,-0.000435
0.700,0.012195,0.026912,0.000472,-0.000472
0.707,0.012072,0.026787,0.000508,-0.000508
0.719,0.011951,0.026663,0.000541,-0.000541
0.727,0.011830,0.026533,0.000566,-0.000566
0.739,0.011594,0.026277,0.000611,-0.000611
0.747,0.011478,0.026152,0.000632,-0.000632
0.759,0.011256,0.025902,0.000661,-0.000661
0.767,0.011150,0.025779,0.000668,-0.000668
0.779,0.011045,0.025657,0.000673,-0.000673
0.787,0.010941,0.025535,0.000685,-0.000685
0.800,0.010777,0.025306,0.000693,-0.000693
0.807,0.010696,0.025193,0.000695,-0.000695
0.819,0.010616,0.025080,0.000696,-0.000696
0.827,0.010554,0.024972,0.000695,-0.000695
0.839,0.010432,0.024759,0.000687,-0.000687
0.847,0.010372,0.024653,0.000679,-0.000679
0.859,0.010345,0.024550,0.000670,-0.000670
0.867,0.010317,0.024448,0.000660,-0.000660
0.879,0.010263,0.024244,0.000639,-0.000639
0.887,0.010274,0.024138,0.000623,-0.000623
0.900,0.010285,0.024032,0.000606,-0.000606
0.907,0.010295,0.023927,0.000592,-0.000592
0.919,0.010305,0.023821,0.000578,-0.000578
0.927,0.010331,0.023714,0.000554,-0.000554
0.939,0.010382,0.023502,0.000506,-0.000506
0.947,0.010407,0.023396,0.000481,-0.000481
0.959,0.010505,0.023181,0.000430,-0.000430
0.967,0.010552,0.023074,0.000405,-0.000405
0.980,0.010599,0.022968,0.000380,-0.000380
0.987,0.010672,0.022862,0.000348,-0.000348
1.000,0.010745,0.022756,0.000317,-0.000317
1.007,0.010816,0.022651,0.000285,-0.000285
1.019,0.010956,0.022442,0.000221,-0.000221
1.027,0.011053,0.022340,0.000178,-0.000178
1.039,0.011243,0.022136,0.000092,-0.000092
1.047,0.011336,0.022035,0.000049,-0.000049
1.059,0.011441,0.021937,-0.000001,0.000001
1.067,0.011544,0.021839,-0.000051,0.000051
1.079,0.011746,0.021644,-0.000146,0.000146
1.087,0.011852,0.021543,-0.000203,0.000203
1.100,0.011955,0.021443,-0.000260,0.000260
1.107,0.012057,0.021343,-0.000317,0.000317
1.119,0.012157,0.021244,-0.000373,0.000373
1.127,0.012251,0.021162,-0.000438,0.000438
1.139,0.012434,0.020997,-0.000566,0.000566
1.147,0.012523,0.020916,-0.000638,0.000638
1.159,0.012660,0.020765,-0.000779,0.000779
1.167,0.012726,0.020689,-0.000848,0.000848
1.179,0.012792,0.020614,-0.000916,0.000916
1.187,0.012855,0.020550,-0.000984,0.000984
1.200,0.012918,0.020486,-0.001051,0.001051
1.207,0.012979,0.020421,-0.001108,0.001108
1.219,0.013100,0.020306,-0.001221,0.001221
1.227,0.013158,0.020254,-0.001277,0.001277
1.239,0.013272,0.020152,-0.001386,0.001386
1.247,0.013333,0.020111,-0.001439,0.001439
1.259,0.013392,0.020070,-0.001491,0.001491
1.267,0.013450,0.020028,-0.001549,0.001549
1.279,0.013561,0.019946,-0.001661,0.001661
1.287,0.013632,0.019917,-0.001707,0.001707
1.300,0.013702,0.019889,-0.001752,0.001752
1.307,0.013770,0.019860,-0.001797,0.001797
1.319,0.013837,0.019831,-0.001843,0.001843
1.327,0.013915,0.019802,-0.001893,0.001893
1.339,0.014067,0.019740,-0.001992,0.001992
1.347,0.014140,0.019709,-0.002041,0.002041
1.359,0.014291,0.019628,-0.002138,0.002138
1.367,0.014365,0.019587,-0.002186,0.002186
1.380,0.014436,0.019545,-0.002233,0.002233
1.387,0.014512,0.019508,-0.002254,0.002254
1.400,0.014587,0.019470,-0.002275,0.002275
1.407,0.014661,0.019431,-0.002297,0.002297
1.419,0.014791,0.019363,-0.002327,0.002327
1.427,0.014849,0.019332,-0.002337,0.002337
1.439,0.014959,0.019269,-0.002366,0.002366
1.447,0.015006,0.019230,-0.002374,0.002374
1.459,0.015053,0.019191,-0.002383,0.002383
1.467,0.015099,0.019152,-0.002392,0.002392
1.479,0.015145,0.019112,-0.002402,0.002402
1.487,0.015190,0.019079,-0.002405,0.002405
1.501,0.015280,0.019010,-0.002414,0.002414
1.507,0.015324,0.018975,-0.002428,0.002428
1.519,0.015418,0.018908,-0.002452,0.002452
1.527,0.015465,0.018873,-0.002465,0.002465
1.539,0.015510,0.018837,-0.002479,0.002479
1.547,0.015556,0.018800,-0.002493,0.002493
1.559,0.015684,0.018742,-0.002523,0.002523
1.567,0.015747,0.018712,-0.002546,0.002546
1.579,0.015810,0.018681,-0.002570,0.002570
1.587,0.015883,0.018646,-0.002586,0.002586
1.600,0.016027,0.018574,-0.002618,0.002618
1.607,0.016097,0.018537,-0.002634,0.002634
1.619,0.016160,0.018481,-0.002643,0.002643
1.627,0.016222,0.018425,-0.002661,0.002661
1.639,0.016343,0.018312,-0.002698,0.002698
1.647,0.016402,0.018251,-0.002711,0.002711
1.659,0.016460,0.018189,-0.002725,0.002725
1.667,0.016517,0.018128,-0.002738,0.002738
1.679,0.016574,0.018066,-0.002753,0.002753
1.687,0.016634,0.017994,-0.002770,0.002770
1.700,0.016752,0.017850,-0.002806,0.002806
1.707,0.016810,0.017777,-0.002824,0.002824
1.719,0.016920,0.017626,-0.002840,0.002840
1.727,0.016975,0.017550,-0.002849,0.002849
1.739,0.017029,0.017474,-0.002858,0.002858
1.747,0.017076,0.017403,-0.002830,0.002830
1.759,0.017122,0.017333,-0.002802,0.002802
1.767,0.017167,0.017262,-0.002776,0.002776
1.780,0.017238,0.017120,-0.002693,0.002693
1.787,0.017264,0.017050,-0.002639,0.002639
1.800,0.017313,0.016907,-0.002540,0.002540
1.807,0.017338,0.016835,-0.002496,0.002496
1.819,0.017342,0.016762,-0.002424,0.002424
1.827,0.017345,0.016689,-0.002354,0.002354
1.839,0.017353,0.016541,-0.002220,0.002220
1.847,0.017332,0.016467,-0.002128,0.002128
1.859,0.017311,0.016393,-0.002038,0.002038
1.867,0.017291,0.016318,-0.001953,0.001953
1.880,0.017218,0.016167,-0.001759,0.001759
1.887,0.017166,0.016089,-0.001651,0.001651
1.900,0.017114,0.016012,-0.001545,0.001545
1.907,0.017064,0.015934,-0.001442,0.001442
1.919,0.016931,0.015794,-0.001196,0.001196
1.927,0.016866,0.015723,-0.001068,0.001068
1.939,0.016801,0.015652,-0.000944,0.000944
1.947,0.016726,0.015578,-0.000815,0.000815
1.959,0.016579,0.015428,-0.000566,0.000566
1.967,0.016506,0.015352,-0.000446,0.000446
1.980,0.016432,0.015278,-0.000325,0.000325
1.987,0.016359,0.015203,-0.000209,0.000209
2.000,0.016214,0.015053,0.000013,-0.000013
2.007,0.016145,0.014975,0.000127,-0.000127
2.019,0.016076,0.014896,0.000239,-0.000239
2.027,0.016007,0.014816,0.000349,-0.000349
2.039,0.015870,0.014656,0.000561,-0.000561
2.047,0.015802,0.014574,0.000664,-0.000664
2.059,0.015733,0.014493,0.000764,-0.000764
2.067,0.015665,0.014410,0.000862,-0.000862
2.080,0.015596,0.014327,0.000957,-0.000957
2.087,0.015518,0.014253,0.001045,-0.001045
2.100,0.015361,0.014105,0.001213,-0.001213
2.107,0.015284,0.014031,0.001316,-0.001316
2.119,0.015134,0.013911,0.001499,-0.001499
2.127,0.015058,0.013851,0.001586,-0.001586
2.139,0.014983,0.013790,0.001671,-0.001671
2.147,0.014894,0.013741,0.001740,-0.001740
2.159,0.014718,0.013639,0.001878,-0.001878
2.167,0.014631,0.013588,0.001946,-0.001946
2.180,0.014544,0.013551,0.002004,-0.002004
2.187,0.014458,0.013514,0.002061,-0.002061
2.200,0.014285,0.013434,0.002167,-0.002167
2.207,0.014202,0.013415,0.002218,-0.002218
2.219,0.014118,0.013394,0.002267,-0.002267
2.227,0.014035,0.013372,0.002332,-0.002332
2.239,0.013880,0.013340,0.002466,-0.002466
2.247,0.013809,0.013331,0.002532,-0.002532
2.259,0.013737,0.013319,0.002597,-0.002597
2.267,0.013665,0.013307,0.002658,-0.002658
2.279,0.013564,0.013318,0.002792,-0.002792
2.287,0.013512,0.013321,0.002855,-0.002855
2.300,0.013459,0.013322,0.002916,-0.002916
2.307,0.013419,0.013331,0.002982,-0.002982
2.319,0.013337,0.013344,0.003108,-0.003108
2.327,0.013294,0.013348,0.003167,-0.003167
2.339,0.013251,0.013351,0.003224,-0.003224
2.347,0.013232,0.013359,0.003306,-0.003306
2.359,0.013189,0.013372,0.003462,-0.003462
2.367,0.013165,0.013376,0.003537,-0.003537
2.380,0.013165,0.013385,0.003620,-0.003620
2.387,0.013163,0.013391,0.003699,-0.003699
2.399,0.013156,0.013399,0.003828,-0.003828
2.407,0.013166,0.013392,0.003881,-0.003881
2.419,0.013175,0.013383,0.003933,-0.003933
2.427,0.013183,0.013373,0.003983,-0.003983
2.439,0.013216,0.013327,0.004089,-0.004089
2.447,0.013241,0.013291,0.004145,-0.004145
2.459,0.013265,0.013253,0.004199,-0.004199
2.467,0.013288,0.013215,0.004264,-0.004264
2.479,0.013382,0.013084,0.004416,-0.004416
2.487,0.013426,0.013019,0.004489,-0.004489
2.499,0.013469,0.012952,0.004560,-0.004560
2.507,0.013536,0.012867,0.004645,-0.004645
2.519,0.013664,0.012696,0.004819,-0.004819
2.527,0.013724,0.012609,0.004908,-0.004908
2.539,0.013791,0.012515,0.005006,-0.005006
2.547,0.013855,0.012419,0.005101,-0.005101
2.559,0.013977,0.012227,0.005284,-0.005284
2.567,0.014041,0.012123,0.005383,-0.005383
2.579,0.014103,0.012019,0.005479,-0.005479
2.587,0.014163,0.011914,0.005565,-0.005565
2.599,0.014278,0.011704,0.005730,-0.005730
2.607,0.014354,0.011590,0.005812,-0.005812
2.619,0.014429,0.011477,0.005891,-0.005891
2.627,0.014501,0.011363,0.005969,-0.005969
2.639,0.014571,0.011248,0.006044,-0.006044
2.647,0.014650,0.011120,0.006126,-0.006126
2.659,0.014802,0.010863,0.006284,-0.006284
2.667,0.014875,0.010733,0.006360,-0.006360
2.679,0.014957,0.010597,0.006431,-0.006431
2.687,0.015037,0.010459,0.006500,-0.006500
2.700,0.015190,0.010184,0.006632,-0.006632
2.707,0.015256,0.010042,0.006696,-0.006696
2.719,0.015386,0.009757,0.006820,-0.006820
2.727,0.015449,0.009613,0.006879,-0.006879
2.739,0.015490,0.009484,0.006941,-0.006941
2.747,0.015529,0.009353,0.007001,-0.007001
2.759,0.015606,0.009090,0.007118,-0.007118
2.767,0.015627,0.008967,0.007174,-0.007174
2.779,0.015647,0.008842,0.007229,-0.007229
2.787,0.015667,0.008716,0.007282,-0.007282
2.799,0.015678,0.008468,0.007391,-0.007391
2.807,0.015670,0.008345,0.007446,-0.007446
2.819,0.015662,0.008222,0.007500,-0.007500
2.827,0.015654,0.008098,0.007563,-0.007563
2.839,0.015577,0.007869,0.007699,-0.007699
2.847,0.015538,0.007754,0.007765,-0.007765
2.859,0.015500,0.007637,0.007829,-0.007829
2.867,0.015462,0.007519,0.007891,-0.007891
2.879,0.015334,0.007329,0.008016,-0.008016
2.887,0.015272,0.007232,0.008070,-0.008070
2.900,0.015211,0.007133,0.008124,-0.008124
2.907,0.015134,0.007059,0.008184,-0.008184
2.919,0.015057,0.006982,0.008242,-0.008242
2.927,0.014980,0.006905,0.008299,-0.008299
2.939,0.014813,0.006784,0.008419,-0.008419
2.947,0.014721,0.006741,0.008485,-0.008485
2.959,0.014541,0.006650,0.008613,-0.008613
2.968,0.014444,0.006647,0.008691,-0.008691
2.979,0.014349,0.006643,0.008767,-0.008767
2.987,0.014255,0.006635,0.008841,-0.008841
3.000,0.014060,0.006656,0.008987,-0.008987
3.007,0.013959,0.006683,0.009057,-0.009057
3.019,0.013860,0.006707,0.009126,-0.009126
3.027,0.013761,0.006729,0.009194,-0.009194
3.039,0.013581,0.006830,0.009346,-0.009346
3.047,0.013492,0.006877,0.009420,-0.009420
3.059,0.013403,0.006921,0.009491,-0.009491
3.067,0.013299,0.006986,0.009602,-0.009602
3.079,0.013092,0.007107,0.009816,-0.009816
3.087,0.012990,0.007164,0.009919,-0.009919
3.099,0.012864,0.007246,0.010045,-0.010045
3.107,0.012740,0.007326,0.010167,-0.010167
3.119,0.012493,0.007477,0.010395,-0.010395
3.127,0.012371,0.007548,0.010502,-0.010502
3.139,0.012220,0.007656,0.010623,-0.010623
3.148,0.012071,0.007760,0.010741,-0.010741
3.159,0.011777,0.007959,0.010970,-0.010970
3.167,0.011612,0.008087,0.011101,-0.011101
3.179,0.011449,0.008212,0.011230,-0.011230
3.187,0.011287,0.008334,0.011345,-0.011345
3.200,0.010950,0.008596,0.011584,-0.011584
3.207,0.010776,0.008737,0.011708,-0.011708
3.219,0.010604,0.008874,0.011829,-0.011829
3.227,0.010433,0.009006,0.011947,-0.011947
3.239,0.010069,0.009340,0.012226,-0.012226
3.247,0.009889,0.009501,0.012366,-0.012366
3.259,0.009711,0.009657,0.012503,-0.012503
3.267,0.009530,0.009846,0.012664,-0.012664
3.279,0.009172,0.010210,0.012974,-0.012974
3.287,0.008995,0.010386,0.013124,-0.013124
3.299,0.008810,0.010602,0.013289,-0.013289
3.307,0.008627,0.010814,0.013436,-0.013436
3.319,0.008446,0.011021,0.013579,-0.013579
3.327,0.008265,0.011224,0.013720,-0.013720
3.339,0.007885,0.011703,0.014030,-0.014030
3.347,0.007697,0.011934,0.014180,-0.014180
3.359,0.007313,0.012421,0.014485,-0.014485
3.367,0.007117,0.012677,0.014639,-0.014639
3.380,0.006922,0.012927,0.014790,-0.014790
3.387,0.006728,0.013173,0.014937,-0.014937
3.400,0.006327,0.013698,0.015242,-0.015242
3.407,0.006119,0.013976,0.015400,-0.015400
3.419,0.005912,0.014249,0.015554,-0.015554
3.427,0.005707,0.014517,0.015724,-0.015724
3.439,0.005284,0.015093,0.016121,-0.016121
3.448,0.005074,0.015373,0.016313,-0.016313
3.459,0.004866,0.015649,0.016501,-0.016501
3.467,0.004656,0.015949,0.016710,-0.016710
3.479,0.004240,0.016532,0.017112,-0.017112
3.487,0.004034,0.016817,0.017306,-0.017306
3.499,0.003839,0.017127,0.017515,-0.017515
3.507,0.003645,0.017433,0.017719,-0.017719
3.519,0.003260,0.018031,0.018115,-0.018115
3.527,0.003079,0.018347,0.018328,-0.018328
3.539,0.002900,0.018658,0.018536,-0.018536
3.547,0.002721,0.018964,0.018724,-0.018724
3.559,0.002370,0.019580,0.019117,-0.019117
3.567,0.002198,0.019890,0.019322,-0.019322
3.579,0.002027,0.020195,0.019522,-0.019522
3.587,0.001856,0.020496,0.019718,-0.019718
3.599,0.001541,0.021143,0.020138,-0.020138
3.607,0.001384,0.021459,0.020338,-0.020338
3.619,0.001228,0.021771,0.020533,-0.020533
3.627,0.001077,0.022102,0.020745,-0.020745
3.639,0.000776,0.022750,0.021156,-0.021156
3.647,0.000626,0.023067,0.021354,-0.021354
3.659,0.000475,0.023380,0.021548,-0.021548
3.667,0.000337,0.023712,0.021769,-0.021769
3.679,0.000060,0.024363,0.022197,-0.022197
3.688,-0.000079,0.024682,0.022404,-0.022404
3.699,-0.000198,0.025019,0.022632,-0.022632
3.707,-0.000317,0.025350,0.022855,-0.022855
3.720,-0.000436,0.025676,0.023072,-0.023072
3.727,-0.000556,0.025998,0.023276,-0.023276
3.739,-0.000780,0.026704,0.023721,-0.023721
3.747,-0.000892,0.027050,0.023936,-0.023936
3.759,-0.001102,0.027770,0.024375,-0.024375
3.768,-0.001199,0.028144,0.024598,-0.024598
3.779,-0.001298,0.028513,0.024817,-0.024817
3.787,-0.001397,0.028878,0.025032,-0.025032
3.799,-0.001551,0.029636,0.025509,-0.025509
3.807,-0.001630,0.030008,0.025740,-0.025740
3.820,-0.001710,0.030375,0.025965,-0.025965
3.827,-0.001774,0.030745,0.026214,-0.026214
3.839,-0.001906,0.031471,0.026693,-0.026693
3.847,-0.001974,0.031827,0.026923,-0.026923
3.859,-0.002029,0.032205,0.027179,-0.027179
3.867,-0.002086,0.032579,0.027430,-0.027430
3.879,-0.002202,0.033315,0.027916,-0.027916
3.887,-0.002249,0.033699,0.028178,-0.028178
3.899,-0.002297,0.034079,0.028434,-0.028434
3.907,-0.002346,0.034454,0.028698,-0.028698
3.920,-0.002447,0.035193,0.029209,-0.029209
3.927,-0.002487,0.035587,0.029471,-0.029471
3.939,-0.002529,0.035978,0.029728,-0.029728
3.947,-0.002572,0.036364,0.029980,-0.029980
3.959,-0.002656,0.037159,0.030483,-0.030483
3.968,-0.002697,0.037568,0.030734,-0.030734
3.979,-0.002739,0.037972,0.030979,-0.030979
3.987,-0.002782,0.038372,0.031219,-0.031219
4.000,-0.002838,0.039214,0.031715,-0.031715
4.007,-0.002868,0.039629,0.031954,-0.031954
4.019,-0.002899,0.040041,0.032189,-0.032189
4.027,-0.002926,0.040452,0.032437,-0.032437
4.039,-0.002984,0.041263,0.032920,-0.032920
4.047,-0.003014,0.041662,0.033154,-0.033154
4.059,-0.003023,0.042044,0.033399,-0.033399
4.067,-0.003034,0.042422,0.033639,-0.033639
4.079,-0.003058,0.043167,0.034107,-0.034107
4.087,-0.003060,0.043521,0.034362,-0.034362
4.099,-0.003062,0.043872,0.034612,-0.034612
4.107,-0.003067,0.044220,0.034857,-0.034857
4.120,-0.003064,0.044895,0.035366,-0.035366
4.127,-0.003057,0.045223,0.035628,-0.035628
4.139,-0.003052,0.045548,0.035885,-0.035885
4.147,-0.003048,0.045870,0.036137,-0.036137
4.159,-0.003007,0.046475,0.036685,-0.036685
4.167,-0.002988,0.046773,0.036951,-0.036951
4.179,-0.002970,0.047069,0.037213,-0.037213
4.187,-0.002954,0.047363,0.037469,-0.037469
4.199,-0.002882,0.047896,0.037982,-0.037982
4.207,-0.002848,0.048159,0.038223,-0.038223
4.220,-0.002816,0.048420,0.038461,-0.038461
4.227,-0.002778,0.048659,0.038710,-0.038710
4.239,-0.002708,0.049133,0.039195,-0.039195
4.247,-0.002676,0.049368,0.039430,-0.039430
4.259,-0.002620,0.049578,0.039668,-0.039668
4.267,-0.002565,0.049786,0.039904,-0.039904
4.279,-0.002513,0.049994,0.040135,-0.040135
4.287,-0.002463,0.050201,0.040362,-0.040362
4.300,-0.002321,0.050557,0.040802,-0.040802
4.307,-0.002253,0.050735,0.041016,-0.041016
4.319,-0.002112,0.051059,0.041416,-0.041416
4.327,-0.002039,0.051207,0.041602,-0.041602
4.339,-0.001968,0.051355,0.041785,-0.041785
4.347,-0.001898,0.051503,0.041965,-0.041965
4.359,-0.001733,0.051735,0.042301,-0.042301
4.367,-0.001654,0.051851,0.042465,-0.042465
4.379,-0.001576,0.051967,0.042627,-0.042627
4.387,-0.001477,0.052059,0.042777,-0.042777
4.400,-0.001286,0.052243,0.043071,-0.043071
4.407,-0.001193,0.052336,0.043215,-0.043215
4.419,-0.001072,0.052402,0.043344,-0.043344
4.427,-0.000954,0.052468,0.043472,-0.043472
4.439,-0.000726,0.052603,0.043713,-0.043713
4.447,-0.000615,0.052672,0.043826,-0.043826
4.459,-0.000475,0.052710,0.043931,-0.043931
4.467,-0.000339,0.052750,0.044034,-0.044034
4.479,-0.000075,0.052834,0.044237,-0.044237
4.487,0.000077,0.052847,0.044330,-0.044330
4.499,0.000226,0.052862,0.044421,-0.044421
4.507,0.000372,0.052878,0.044522,-0.044522
4.519,0.000515,0.052895,0.044622,-0.044622
4.527,0.000674,0.052895,0.044710,-0.044710
4.539,0.000983,0.052898,0.044884,-0.044884
4.547,0.001132,0.052903,0.044970,-0.044970
4.559,0.001467,0.052868,0.045109,-0.045109
4.567,0.001629,0.052853,0.045181,-0.045181
4.580,0.001788,0.052840,0.045252,-0.045252
4.587,0.001975,0.052807,0.045289,-0.045289
4.600,0.002336,0.052746,0.045363,-0.045363
4.607,0.002511,0.052718,0.045400,-0.045400
4.619,0.002704,0.052677,0.045404,-0.045404
4.627,0.002894,0.052638,0.045407,-0.045407
4.639,0.003261,0.052565,0.045416,-0.045416
4.647,0.003464,0.052527,0.045393,-0.045393
4.659,0.003663,0.052489,0.045372,-0.045372
4.667,0.003858,0.052454,0.045353,-0.045353
4.679,0.004262,0.052377,0.045299,-0.045299
4.687,0.004471,0.052335,0.045266,-0.045266
4.700,0.004677,0.052296,0.045234,-0.045234
4.707,0.004878,0.052259,0.045203,-0.045203
4.719,0.005076,0.052224,0.045175,-0.045175
4.727,0.005291,0.052192,0.045132,-0.045132
4.739,0.005707,0.052133,0.045052,-0.045052
4.747,0.005909,0.052107,0.045030,-0.045030
4.759,0.006306,0.052052,0.044991,-0.044991
4.767,0.006498,0.052028,0.044973,-0.044973
4.779,0.006687,0.052005,0.044957,-0.044957
4.787,0.006897,0.051997,0.044942,-0.044942
4.800,0.007304,0.051984,0.044908,-0.044908
4.807,0.007502,0.051980,0.044891,-0.044891
4.819,0.007712,0.051997,0.044857,-0.044857
4.827,0.007918,0.052016,0.044824,-0.044824
4.839,0.008120,0.052035,0.044793,-0.044793
4.847,0.008319,0.052056,0.044764,-0.044764
4.859,0.008725,0.052129,0.044670,-0.044670
4.867,0.008923,0.052167,0.044623,-0.044623
4.879,0.009117,0.052206,0.044578,-0.044578
4.887,0.009314,0.052263,0.044529,-0.044529
4.900,0.009697,0.052381,0.044437,-0.044437
4.907,0.009883,0.052442,0.044393,-0.044393
4.919,0.010212,0.052614,0.044283,-0.044283
4.928,0.010373,0.052701,0.044224,-0.044224
4.939,0.010531,0.052789,0.044168,-0.044168
4.947,0.010663,0.052877,0.044102,-0.044102
4.959,0.010920,0.053054,0.043978,-0.043978
4.967,0.011045,0.053145,0.043920,-0.043920
4.979,0.011168,0.053236,0.043864,-0.043864
4.987,0.011264,0.053320,0.043789,-0.043789
5.000,0.011452,0.053493,0.043648,-0.043648
5.007,0.011544,0.053581,0.043581,-0.043581
5.019,0.011612,0.053669,0.043506,-0.043506
5.027,0.011678,0.053757,0.043433,-0.043433
5.039,0.011809,0.053938,0.043313,-0.043313
5.047,0.011843,0.054031,0.043258,-0.043258
5.059,0.011877,0.054126,0.043205,-0.043205
5.067,0.011910,0.054222,0.043155,-0.043155
5.079,0.011946,0.054409,0.043050,-0.043050
5.087,0.011948,0.054500,0.042995,-0.042995
5.100,0.011951,0.054591,0.042943,-0.042943
5.107,0.011954,0.054683,0.042900,-0.042900
5.119,0.011906,0.054843,0.042807,-0.042807
5.127,0.011882,0.054925,0.042763,-0.042763
5.139,0.011859,0.055008,0.042721,-0.042721
5.147,0.011830,0.055077,0.042685,-0.042685
5.159,0.011774,0.055218,0.042606,-0.042606
5.167,0.011747,0.055291,0.042563,-0.042563
5.179,0.011713,0.055342,0.042521,-0.042521
5.187,0.011680,0.055395,0.042481,-0.042481
5.199,0.011616,0.055506,0.042408,-0.042408
5.207,0.011576,0.055542,0.042359,-0.042359
5.219,0.011536,0.055580,0.042313,-0.042313
5.227,0.011498,0.055621,0.042261,-0.042261
5.239,0.011423,0.055709,0.042164,-0.042164
5.247,0.011377,0.055736,0.042101,-0.042101
5.259,0.011332,0.055766,0.042041,-0.042041
5.267,0.011289,0.055798,0.041983,-0.041983
5.280,0.011247,0.055832,0.041927,-0.041927
5.287,0.011189,0.055863,0.041865,-0.041865
5.300,0.011077,0.055933,0.041748,-0.041748
5.307,0.011023,0.055972,0.041693,-0.041693
5.319,0.010893,0.056054,0.041571,-0.041571
5.327,0.010830,0.056099,0.041514,-0.041514
5.339,0.010768,0.056145,0.041460,-0.041460
5.347,0.010685,0.056192,0.041405,-0.041405
5.359,0.010525,0.056292,0.041303,-0.041303
5.367,0.010448,0.056345,0.041255,-0.041255
5.379,0.010356,0.056406,0.041186,-0.041186
5.387,0.010266,0.056469,0.041120,-0.041120
5.400,0.010179,0.056533,0.041056,-0.041056
5.407,0.010093,0.056600,0.040981,-0.040981
5.419,0.009937,0.056721,0.040788,-0.040788
5.427,0.009862,0.056785,0.040695,-0.040695
5.439,0.009789,0.056850,0.040605,-0.040605
5.447,0.009716,0.056908,0.040493,-0.040493
5.459,0.009574,0.057029,0.040280,-0.040280
5.467,0.009507,0.057093,0.040173,-0.040173
5.479,0.009393,0.057179,0.039947,-0.039947
5.487,0.009338,0.057226,0.039839,-0.039839
5.500,0.009285,0.057275,0.039734,-0.039734
5.507,0.009234,0.057326,0.039632,-0.039632
5.519,0.009144,0.057412,0.039406,-0.039406
5.527,0.009102,0.057459,0.039301,-0.039301
5.539,0.009061,0.057508,0.039200,-0.039200
5.547,0.009021,0.057542,0.039092,-0.039092
