time,x,y,z,altitude
0.000,0.014135,0.005656,-0.015199,0.015199
0.012,0.014222,0.005565,-0.015226,0.015226
0.020,0.014308,0.005473,-0.015253,0.015253
0.032,0.014467,0.005281,-0.015316,0.015316
0.040,0.014540,0.005180,-0.015349,0.015349
0.052,0.014613,0.005079,-0.015381,0.015381
0.060,0.014685,0.004978,-0.015412,0.015412
0.072,0.014813,0.004776,-0.015480,0.015480
0.080,0.014876,0.004675,-0.015506,0.015506
0.092,0.014939,0.004574,-0.015531,0.015531
0.100,0.015000,0.004471,-0.015563,0.015563
0.113,0.015122,0.004265,-0.015625,0.015625
0.120,0.015182,0.004161,-0.015655,0.015655
0.132,0.015251,0.004058,-0.015689,0.015689
0.140,0.015319,0.003956,-0.015722,0.015722
0.152,0.015454,0.003749,-0.015776,0.015776
0.160,0.015532,0.003645,-0.015801,0.015801
0.172,0.015608,0.003542,-0.015826,0.015826
0.180,0.015684,0.003438,-0.015851,0.015851
0.192,0.015841,0.003232,-0.015905,0.015905
0.200,0.015923,0.003130,-0.015960,0.015960
0.212,0.016003,0.003029,-0.016015,0.016015
0.220,0.016083,0.002926,-0.016069,0.016069
0.232,0.016249,0.002751,-0.016166,0.016166
0.240,0.016330,0.002663,-0.016214,0.016214
0.252,0.016411,0.002573,-0.016260,0.016260
0.260,0.016491,0.002483,-0.016307,0.016307
0.272,0.016649,0.002333,-0.016355,0.016355
0.280,0.016727,0.002257,-0.016379,0.016379
0.292,0.016804,0.002181,-0.016403,0.016403
0.300,0.016887,0.002129,-0.016412,0.016412
0.312,0.017051,0.002021,-0.016433,0.016433
0.320,0.017131,0.001964,-0.016466,0.016466
0.332,0.017224,0.001933,-0.016488,0.016488
0.340,0.017314,0.001899,-0.016510,0.016510
0.352,0.017493,0.001827,-0.016554,0.016554
0.360,0.017601,0.001810,-0.016566,0.016566
0.372,0.017708,0.001792,-0.016577,0.016577
0.380,0.017815,0.001773,-0.016590,0.016590
0.392,0.018048,0.001741,-0.016602,0.016602
0.400,0.018173,0.001728,-0.016601,0.016601
0.412,0.018297,0.001713,-0.016600,0.016600
0.420,0.018420,0.001697,-0.016600,0.016600
0.432,0.018700,0.001649,-0.016556,0.016556
0.440,0.018839,0.001622,-0.016542,0.016542
0.452,0.018976,0.001595,-0.016528,0.016528
0.460,0.019122,0.001579,-0.016503,0.016503
0.472,0.019410,0.001543,-0.016454,0.016454
0.480,0.019551,0.001522,-0.016431,0.016431
0.492,0.019693,0.001521,-0.016389,0.016389
0.500,0.019835,0.001518,-0.016348,0.016348
0.513,0.020113,0.001506,-0.016280,0.016280
0.520,0.020250,0.001497,-0.016248,0.016248
0.532,0.020386,0.001510,-0.016206,0.016206
0.540,0.020521,0.001520,-0.016165,0.016165
0.552,0.020787,0.001535,-0.016089,0.016089
0.560,0.020923,0.001550,-0.016049,0.016049
0.572,0.021058,0.001564,-0.016010,0.016010
0.580,0.021191,0.001576,-0.015973,0.015973
0.592,0.021458,0.001597,-0.015897,0.015897
0.600,0.021590,0.001607,-0.015858,0.015858
0.612,0.021721,0.001614,-0.015820,0.015820
0.620,0.021849,0.001620,-0.015784,0.015784
0.632,0.022119,0.001648,-0.015756,0.015756
0.640,0.022251,0.001659,-0.015743,0.015743
0.652,0.022381,0.001669,-0.015732,0.015732
0.660,0.022520,0.001703,-0.015719,0.015719
0.672,0.022792,0.001763,-0.015694,0.015694
0.680,0.022925,0.001790,-0.015692,0.015692
0.692,0.023075,0.001843,-0.015687,0.015687
0.700,0.023222,0.001894,-0.015683,0.015683
0.712,0.023511,0.001989,-0.015677,0.015677
0.720,0.023678,0.002057,-0.015665,0.015665
0.732,0.023842,0.002122,-0.015653,0.015653
0.740,0.024003,0.002184,-0.015641,0.015641
0.752,0.024339,0.002327,-0.015592,0.015592
0.760,0.024513,0.002407,-0.015563,0.015563
0.772,0.024683,0.002485,-0.015535,0.015535
0.780,0.024851,0.002559,-0.015508,0.015508
0.792,0.025189,0.002728,-0.015449,0.015449
0.800,0.025358,0.002822,-0.015432,0.015432
0.812,0.025524,0.002913,-0.015416,0.015416
0.820,0.025688,0.003001,-0.015400,0.015400
0.832,0.026020,0.003230,-0.015365,0.015365
0.840,0.026182,0.003340,-0.015348,0.015348
0.852,0.026342,0.003446,-0.015333,0.015333
0.860,0.026510,0.003561,-0.015309,0.015309
0.872,0.026839,0.003782,-0.015282,0.015282
0.880,0.027000,0.003888,-0.015269,0.015269
0.892,0.027158,0.004010,-0.015251,0.015251
0.900,0.027314,0.004130,-0.015233,0.015233
0.912,0.027617,0.004361,-0.015199,0.015199
0.920,0.027741,0.004479,-0.015170,0.015170
0.932,0.027863,0.004594,-0.015142,0.015142
0.940,0.027983,0.004707,-0.015114,0.015114
0.952,0.028207,0.004915,-0.015043,0.015043
0.960,0.028311,0.005013,-0.015001,0.015001
0.972,0.028414,0.005108,-0.014959,0.014959
0.980,0.028514,0.005200,-0.014918,0.014918
0.992,0.028692,0.005383,-0.014796,0.014796
1.000,0.028779,0.005471,-0.014737,0.014737
1.012,0.028944,0.005630,-0.014603,0.014603
1.020,0.029021,0.005702,-0.014527,0.014527
1.032,0.029097,0.005772,-0.014455,0.014455
1.040,0.029172,0.005840,-0.014370,0.014370
1.052,0.029246,0.005906,-0.014288,0.014288
1.060,0.029305,0.005968,-0.014199,0.014199
1.072,0.029421,0.006086,-0.014027,0.014027
1.080,0.029478,0.006144,-0.013945,0.013945
1.092,0.029517,0.006218,-0.013862,0.013862
1.100,0.029556,0.006290,-0.013781,0.013781
1.112,0.029632,0.006428,-0.013616,0.013616
1.120,0.029641,0.006514,-0.013535,0.013535
1.132,0.029650,0.006598,-0.013457,0.013457
1.140,0.029659,0.006680,-0.013380,0.013380
1.152,0.029652,0.006858,-0.013229,0.013229
1.160,0.029636,0.006954,-0.013136,0.013136
1.172,0.029620,0.007047,-0.013045,0.013045
1.180,0.029604,0.007138,-0.012957,0.012957
1.192,0.029524,0.007357,-0.012793,0.012793
1.200,0.029486,0.007462,-0.012715,0.012715
1.212,0.029448,0.007565,-0.012639,0.012639
1.220,0.029403,0.007695,-0.012571,0.012571
1.232,0.029315,0.007945,-0.012461,0.012461
1.240,0.029273,0.008066,-0.012409,0.012409
1.252,0.029214,0.008212,-0.012356,0.012356
1.260,0.029155,0.008355,-0.012304,0.012304
1.272,0.029042,0.008634,-0.012205,0.012205
1.280,0.028970,0.008789,-0.012175,0.012175
1.292,0.028900,0.008942,-0.012147,0.012147
1.300,0.028830,0.009091,-0.012119,0.012119
1.313,0.028693,0.009381,-0.012069,0.012069
1.320,0.028593,0.009541,-0.012052,0.012052
1.332,0.028495,0.009698,-0.012036,0.012036
1.340,0.028399,0.009853,-0.012022,0.012022
1.352,0.028180,0.010176,-0.011983,0.011983
1.360,0.028057,0.010345,-0.011965,0.011965
1.372,0.027937,0.010511,-0.011948,0.011948
1.380,0.027819,0.010674,-0.011932,0.011932
1.392,0.027537,0.011064,-0.011887,0.011887
1.400,0.027400,0.011255,-0.011875,0.011875
1.413,0.027266,0.011442,-0.011863,0.011863
1.420,0.027104,0.011658,-0.011844,0.011844
1.432,0.026788,0.012080,-0.011809,0.011809
1.440,0.026634,0.012286,-0.011794,0.011794
1.452,0.026463,0.012522,-0.011760,0.011760
1.460,0.026296,0.012755,-0.011728,0.011728
1.472,0.025970,0.013209,-0.011659,0.011659
1.480,0.025806,0.013477,-0.011610,0.011610
1.492,0.025645,0.013741,-0.011562,0.011562
1.500,0.025487,0.014001,-0.011516,0.011516
1.512,0.025169,0.014555,-0.011412,0.011412
1.520,0.025009,0.014848,-0.011352,0.011352
1.532,0.024851,0.015138,-0.011295,0.011295
1.540,0.024697,0.015424,-0.011240,0.011240
1.552,0.024389,0.016044,-0.011107,0.011107
1.560,0.024239,0.016347,-0.011043,0.011043
1.572,0.024093,0.016647,-0.010980,0.010980
1.580,0.023949,0.016943,-0.010920,0.010920
1.592,0.023678,0.017585,-0.010769,0.010769
1.600,0.023547,0.017900,-0.010697,0.010697
1.613,0.023419,0.018211,-0.010627,0.010627
1.620,0.023298,0.018537,-0.010537,0.010537
1.632,0.023064,0.019175,-0.010365,0.010365
1.640,0.022951,0.019488,-0.010291,0.010291
1.652,0.022844,0.019809,-0.010200,0.010200
1.660,0.022739,0.020126,-0.010110,0.010110
1.672,0.022538,0.020749,-0.009939,0.009939
1.680,0.022442,0.021066,-0.009849,0.009849
1.692,0.022349,0.021379,-0.009762,0.009762
1.700,0.022258,0.021688,-0.009676,0.009676
1.713,0.022067,0.022310,-0.009491,0.009491
1.720,0.021965,0.022623,-0.009400,0.009400
1.732,0.021867,0.022932,-0.009312,0.009312
1.740,0.021772,0.023238,-0.009226,0.009226
1.752,0.021592,0.023867,-0.009025,0.009025
1.760,0.021505,0.024175,-0.008919,0.008919
1.772,0.021422,0.024481,-0.008816,0.008816
1.780,0.021343,0.024800,-0.008704,0.008704
1.792,0.021195,0.025429,-0.008489,0.008489
1.800,0.021125,0.025738,-0.008386,0.008386
1.813,0.021043,0.026051,-0.008261,0.008261
1.820,0.020965,0.026360,-0.008139,0.008139
1.832,0.020818,0.026968,-0.007882,0.007882
1.840,0.020748,0.027268,-0.007758,0.007758
1.852,0.020674,0.027569,-0.007610,0.007610
1.860,0.020603,0.027865,-0.007466,0.007466
1.872,0.020469,0.028450,-0.007187,0.007187
1.880,0.020400,0.028737,-0.007058,0.007058
1.892,0.020332,0.029021,-0.006932,0.006932
1.900,0.020268,0.029303,-0.006808,0.006808
1.913,0.020141,0.029849,-0.006575,0.006575
1.920,0.020080,0.030115,-0.006466,0.006466
1.932,0.020020,0.030378,-0.006360,0.006360
1.940,0.019964,0.030640,-0.006255,0.006255
1.952,0.019808,0.031120,-0.006023,0.006023
1.960,0.019735,0.031357,-0.005911,0.005911
1.972,0.019664,0.031592,-0.005802,0.005802
1.980,0.019571,0.031803,-0.005707,0.005707
1.992,0.019394,0.032218,-0.005525,0.005525
2.000,0.019309,0.032424,-0.005440,0.005440
2.012,0.019210,0.032596,-0.005368,0.005368
2.020,0.019113,0.032768,-0.005299,0.005299
2.032,0.018926,0.033108,-0.005164,0.005164
2.040,0.018824,0.033245,-0.005115,0.005115
2.052,0.018724,0.033382,-0.005068,0.005068
2.060,0.018626,0.033518,-0.005021,0.005021
2.072,0.018433,0.033755,-0.004982,0.004982
2.080,0.018339,0.033857,-0.004971,0.004971
2.092,0.018246,0.033958,-0.004962,0.004962
2.100,0.018156,0.034059,-0.004952,0.004952
2.112,0.017980,0.034222,-0.004953,0.004953
2.120,0.017895,0.034285,-0.004967,0.004967
2.132,0.017812,0.034348,-0.004982,0.004982
2.140,0.017731,0.034412,-0.004996,0.004996
2.152,0.017594,0.034458,-0.005055,0.005055
2.160,0.017527,0.034483,-0.005083,0.005083
2.172,0.017461,0.034509,-0.005112,0.005112
2.180,0.017405,0.034496,-0.005150,0.005150
2.192,0.017295,0.034475,-0.005218,0.005218
2.200,0.017242,0.034466,-0.005251,0.005251
2.213,0.017207,0.034417,-0.005301,0.005301
2.220,0.017173,0.034369,-0.005351,0.005351
2.232,0.017107,0.034278,-0.005449,0.005449
2.240,0.017077,0.034199,-0.005512,0.005512
2.252,0.017048,0.034122,-0.005575,0.005575
2.260,0.017018,0.034046,-0.005636,0.005636
2.272,0.016967,0.033862,-0.005771,0.005771
2.280,0.016946,0.033753,-0.005844,0.005844
2.292,0.016924,0.033646,-0.005915,0.005915
2.300,0.016903,0.033541,-0.005987,0.005987
2.312,0.016875,0.033257,-0.006141,0.006141
2.320,0.016861,0.033118,-0.006216,0.006216
2.332,0.016846,0.032982,-0.006290,0.006290
2.340,0.016846,0.032818,-0.006383,0.006383
2.352,0.016843,0.032496,-0.006565,0.006565
2.360,0.016841,0.032339,-0.006647,0.006647
2.372,0.016839,0.032185,-0.006727,0.006727
2.380,0.016840,0.032018,-0.006833,0.006833
2.392,0.016842,0.031691,-0.007040,0.007040
2.400,0.016842,0.031531,-0.007141,0.007141
2.413,0.016844,0.031356,-0.007267,0.007267
2.420,0.016845,0.031185,-0.007390,0.007390
2.432,0.016846,0.030850,-0.007628,0.007628
2.440,0.016849,0.030679,-0.007768,0.007768
2.452,0.016852,0.030511,-0.007905,0.007905
2.460,0.016855,0.030345,-0.008041,0.008041
2.472,0.016866,0.030023,-0.008328,0.008328
2.480,0.016875,0.029865,-0.008462,0.008462
2.492,0.016883,0.029709,-0.008594,0.008594
2.500,0.016890,0.029555,-0.008724,0.008724
2.513,0.016907,0.029290,-0.009055,0.009055
2.520,0.016915,0.029161,-0.009215,0.009215
2.532,0.016922,0.029034,-0.009373,0.009373
2.540,0.016934,0.028922,-0.009564,0.009564
2.552,0.016957,0.028704,-0.009919,0.009919
2.560,0.016968,0.028597,-0.010092,0.010092
2.572,0.016990,0.028499,-0.010285,0.010285
2.580,0.017012,0.028402,-0.010475,0.010475
2.592,0.017052,0.028213,-0.010846,0.010846
2.600,0.017087,0.028124,-0.011049,0.011049
2.613,0.017120,0.028036,-0.011248,0.011248
2.620,0.017152,0.027949,-0.011445,0.011445
2.632,0.017213,0.027781,-0.011826,0.011826
2.640,0.017248,0.027707,-0.012020,0.012020
2.652,0.017281,0.027634,-0.012210,0.012210
2.660,0.017312,0.027562,-0.012397,0.012397
2.672,0.017376,0.027429,-0.012767,0.012767
2.680,0.017407,0.027368,-0.012951,0.012951
2.692,0.017438,0.027309,-0.013131,0.013131
2.700,0.017467,0.027251,-0.013308,0.013308
2.713,0.017534,0.027173,-0.013664,0.013664
2.720,0.017565,0.027135,-0.013815,0.013815
2.732,0.017596,0.027098,-0.013962,0.013962
2.740,0.017621,0.027080,-0.014109,0.014109
2.752,0.017667,0.027046,-0.014396,0.014396
2.760,0.017689,0.027029,-0.014537,0.014537
2.772,0.017714,0.027035,-0.014686,0.014686
2.780,0.017738,0.027041,-0.014834,0.014834
2.792,0.017783,0.027054,-0.015163,0.015163
2.800,0.017812,0.027073,-0.015326,0.015326
2.813,0.017869,0.027114,-0.015645,0.015645
2.820,0.017895,0.027134,-0.015800,0.015800
2.832,0.017930,0.027170,-0.015950,0.015950
2.840,0.017964,0.027205,-0.016086,0.016086
2.852,0.017997,0.027240,-0.016220,0.016220
2.860,0.018028,0.027275,-0.016351,0.016351
2.872,0.018124,0.027381,-0.016623,0.016623
2.880,0.018169,0.027434,-0.016756,0.016756
2.892,0.018213,0.027486,-0.016886,0.016886
2.900,0.018256,0.027538,-0.017014,0.017014
2.913,0.018382,0.027659,-0.017264,0.017264
2.920,0.018443,0.027720,-0.017386,0.017386
2.932,0.018502,0.027779,-0.017506,0.017506
2.940,0.018577,0.027851,-0.017617,0.017617
2.952,0.018722,0.027994,-0.017835,0.017835
2.960,0.018793,0.028064,-0.017930,0.017930
2.972,0.018883,0.028135,-0.018023,0.018023
2.980,0.018972,0.028206,-0.018115,0.018115
2.992,0.019143,0.028345,-0.018297,0.018297
3.000,0.019250,0.028417,-0.018369,0.018369
3.012,0.019355,0.028488,-0.018440,0.018440
3.020,0.019459,0.028559,-0.018510,0.018510
3.032,0.019699,0.028700,-0.018606,0.018606
3.040,0.019836,0.028770,-0.018643,0.018643
3.052,0.019971,0.028839,-0.018680,0.018680
3.060,0.020103,0.028908,-0.018717,0.018717
3.072,0.020457,0.029049,-0.018747,0.018747
3.080,0.020630,0.029119,-0.018765,0.018765
3.092,0.020801,0.029188,-0.018783,0.018783
3.100,0.021005,0.029272,-0.018784,0.018784
3.113,0.021405,0.029437,-0.018790,0.018790
3.120,0.021601,0.029518,-0.018794,0.018794
3.132,0.021814,0.029606,-0.018795,0.018795
3.140,0.022024,0.029694,-0.018796,0.018796
3.152,0.022435,0.029865,-0.018787,0.018787
3.160,0.022637,0.029950,-0.018784,0.018784
3.172,0.022849,0.030040,-0.018781,0.018781
3.180,0.023058,0.030129,-0.018778,0.018778
3.192,0.023469,0.030303,-0.018774,0.018774
3.200,0.023692,0.030394,-0.018775,0.018775
3.212,0.023912,0.030483,-0.018778,0.018778
3.220,0.024130,0.030572,-0.018781,0.018781
3.232,0.024566,0.030765,-0.018803,0.018803
3.240,0.024784,0.030868,-0.018821,0.018821
3.252,0.024999,0.030970,-0.018840,0.018840
3.260,0.025212,0.031071,-0.018859,0.018859
3.272,0.025658,0.031300,-0.018928,0.018928
3.280,0.025877,0.031412,-0.018962,0.018962
3.292,0.026093,0.031523,-0.018997,0.018997
3.300,0.026304,0.031646,-0.019042,0.019042
3.312,0.026718,0.031888,-0.019132,0.019132
3.320,0.026921,0.032006,-0.019165,0.019165
3.332,0.027115,0.032124,-0.019210,0.019210
3.340,0.027306,0.032240,-0.019256,0.019256
3.352,0.027682,0.032468,-0.019346,0.019346
3.360,0.027866,0.032581,-0.019410,0.019410
3.372,0.028049,0.032692,-0.019473,0.019473
3.380,0.028229,0.032802,-0.019536,0.019536
3.392,0.028591,0.033012,-0.019690,0.019690
3.400,0.028773,0.033111,-0.019775,0.019775
3.412,0.028952,0.033210,-0.019858,0.019858
3.420,0.029129,0.033308,-0.019940,0.019940
3.432,0.029489,0.033501,-0.020104,0.020104
3.440,0.029670,0.033596,-0.020171,0.020171
3.452,0.029849,0.033690,-0.020236,0.020236
3.460,0.030027,0.033783,-0.020301,0.020301
3.472,0.030391,0.033967,-0.020413,0.020413
3.480,0.030569,0.034057,-0.020468,0.020468
3.492,0.030745,0.034146,-0.020523,0.020523
3.500,0.030918,0.034237,-0.020555,0.020555
3.513,0.031258,0.034417,-0.020611,0.020611
3.520,0.031424,0.034506,-0.020640,0.020640
3.532,0.031584,0.034585,-0.020647,0.020647
3.540,0.031742,0.034664,-0.020655,0.020655
3.552,0.032052,0.034817,-0.020672,0.020672
3.560,0.032185,0.034868,-0.020670,0.020670
3.572,0.032317,0.034917,-0.020668,0.020668
3.580,0.032448,0.034967,-0.020667,0.020667
3.592,0.032698,0.035035,-0.020656,0.020656
3.600,0.032817,0.035054,-0.020647,0.020647
3.613,0.032934,0.035073,-0.020639,0.020639
3.620,0.033050,0.035091,-0.020631,0.020631
3.632,0.033269,0.035080,-0.020600,0.020600
3.640,0.033376,0.035075,-0.020587,0.020587
3.652,0.033482,0.035070,-0.020574,0.020574
3.660,0.033584,0.035049,-0.020544,0.020544
3.672,0.033784,0.035009,-0.020489,0.020489
3.680,0.033882,0.034989,-0.020469,0.020469
3.692,0.033979,0.034970,-0.020451,0.020451
3.700,0.034078,0.034926,-0.020421,0.020421
3.713,0.034274,0.034839,-0.020367,0.020367
3.720,0.034370,0.034797,-0.020342,0.020342
3.732,0.034471,0.034741,-0.020307,0.020307
3.740,0.034572,0.034686,-0.020274,0.020274
3.752,0.034768,0.034578,-0.020233,0.020233
3.760,0.034864,0.034531,-0.020214,0.020214
3.772,0.034959,0.034485,-0.020195,0.020195
3.780,0.035052,0.034440,-0.020177,0.020177
3.792,0.035237,0.034356,-0.020144,0.020144
3.800,0.035330,0.034318,-0.020139,0.020139
3.813,0.035510,0.034243,-0.020133,0.020133
3.820,0.035592,0.034220,-0.020130,0.020130
3.832,0.035673,0.034196,-0.020128,0.020128
3.840,0.035753,0.034173,-0.020126,0.020126
3.852,0.035832,0.034151,-0.020125,0.020125
3.860,0.035902,0.034143,-0.020125,0.020125
3.872,0.036042,0.034127,-0.020107,0.020107
3.880,0.036112,0.034119,-0.020099,0.020099
3.892,0.036176,0.034105,-0.020094,0.020094
3.900,0.036241,0.034091,-0.020089,0.020089
3.912,0.036369,0.034064,-0.020081,0.020081
3.920,0.036431,0.034034,-0.020061,0.020061
3.932,0.036494,0.034004,-0.020043,0.020043
3.940,0.036556,0.033975,-0.020025,0.020025
3.952,0.036681,0.033918,-0.019994,0.019994
3.960,0.036728,0.033871,-0.019973,0.019973
3.972,0.036775,0.033826,-0.019953,0.019953
3.980,0.036823,0.033782,-0.019935,0.019935
3.992,0.036919,0.033670,-0.019863,0.019863
4.000,0.036969,0.033603,-0.019829,0.019829
4.013,0.037068,0.033471,-0.019766,0.019766
4.020,0.037111,0.033382,-0.019734,0.019734
4.032,0.037155,0.033294,-0.019704,0.019704
4.040,0.037199,0.033207,-0.019659,0.019659
4.052,0.037244,0.033122,-0.019617,0.019617
4.060,0.037274,0.033024,-0.019577,0.019577
4.072,0.037338,0.032834,-0.019503,0.019503
4.080,0.037372,0.032741,-0.019469,0.019469
4.092,0.037392,0.032637,-0.019436,0.019436
4.100,0.037414,0.032534,-0.019405,0.019405
4.113,0.037460,0.032334,-0.019364,0.019364
4.120,0.037471,0.032234,-0.019354,0.019354
4.132,0.037484,0.032135,-0.019345,0.019345
4.140,0.037498,0.032038,-0.019337,0.019337
4.152,0.037518,0.031864,-0.019334,0.019334
4.160,0.037524,0.031785,-0.019340,0.019340
4.172,0.037531,0.031709,-0.019346,0.019346
4.180,0.037540,0.031634,-0.019354,0.019354
4.192,0.037534,0.031504,-0.019386,0.019386
4.200,0.037533,0.031440,-0.019403,0.019403
4.212,0.037535,0.031379,-0.019420,0.019420
4.220,0.037538,0.031318,-0.019438,0.019438
4.232,0.037537,0.031241,-0.019499,0.019499
4.240,0.037539,0.031204,-0.019530,0.019530
4.252,0.037544,0.031168,-0.019561,0.019561
4.260,0.037537,0.031168,-0.019602,0.019602
4.272,0.037529,0.031171,-0.019685,0.019685
4.280,0.037528,0.031173,-0.019716,0.019716
4.292,0.037495,0.031191,-0.019757,0.019757
4.300,0.037464,0.031209,-0.019798,0.019798
4.312,0.037410,0.031249,-0.019880,0.019880
4.320,0.037340,0.031275,-0.019923,0.019923
4.332,0.037274,0.031302,-0.019965,0.019965
4.340,0.037210,0.031329,-0.020007,0.020007
4.352,0.037048,0.031384,-0.020090,0.020090
4.360,0.036950,0.031412,-0.020128,0.020128
4.372,0.036856,0.031440,-0.020166,0.020166
4.380,0.036766,0.031469,-0.020203,0.020203
4.392,0.036482,0.031539,-0.020287,0.020287
4.400,0.036347,0.031575,-0.020335,0.020335
4.412,0.036215,0.031612,-0.020383,0.020383
4.420,0.036049,0.031639,-0.020436,0.020436
4.432,0.035732,0.031695,-0.020540,0.020540
4.440,0.035580,0.031724,-0.020591,0.020591
4.452,0.035390,0.031730,-0.020643,0.020643
4.460,0.035204,0.031737,-0.020694,0.020694
4.472,0.034845,0.031755,-0.020796,0.020796
4.480,0.034672,0.031765,-0.020845,0.020845
4.492,0.034459,0.031756,-0.020891,0.020891
4.500,0.034251,0.031749,-0.020936,0.020936
4.512,0.033849,0.031738,-0.021025,0.021025
4.520,0.033613,0.031719,-0.021054,0.021054
4.532,0.033382,0.031703,-0.021081,0.021081
4.540,0.033156,0.031687,-0.021109,0.021109
4.552,0.032681,0.031634,-0.021165,0.021165
4.560,0.032433,0.031598,-0.021194,0.021194
4.572,0.032189,0.031563,-0.021222,0.021222
4.580,0.031950,0.031530,-0.021250,0.021250
4.592,0.031443,0.031438,-0.021283,0.021283
4.600,0.031197,0.031395,-0.021300,0.021300
4.612,0.030955,0.031354,-0.021316,0.021316
4.620,0.030698,0.031287,-0.021339,0.021339
4.632,0.030199,0.031159,-0.021384,0.021384
4.640,0.029956,0.031097,-0.021422,0.021422
4.652,0.029715,0.031033,-0.021463,0.021463
4.660,0.029478,0.030970,-0.021503,0.021503
4.672,0.029017,0.030852,-0.021582,0.021582
4.680,0.028774,0.030792,-0.021626,0.021626
4.692,0.028535,0.030734,-0.021670,0.021670
4.700,0.028301,0.030677,-0.021714,0.021714
4.712,0.027825,0.030579,-0.021779,0.021779
4.720,0.027584,0.030539,-0.021808,0.021808
4.732,0.027348,0.030500,-0.021837,0.021837
4.740,0.027116,0.030462,-0.021867,0.021867
4.752,0.026643,0.030393,-0.021897,0.021897
4.760,0.026402,0.030361,-0.021878,0.021878
4.772,0.026166,0.030331,-0.021861,0.021861
4.780,0.025935,0.030302,-0.021844,0.021844
4.792,0.025440,0.030253,-0.021749,0.021749
4.800,0.025199,0.030230,-0.021705,0.021705
4.812,0.024963,0.030209,-0.021663,0.021663
4.820,0.024702,0.030181,-0.021595,0.021595
4.832,0.024192,0.030128,-0.021443,0.021443
4.840,0.023944,0.030104,-0.021369,0.021369
4.852,0.023680,0.030087,-0.021270,0.021270
4.860,0.023421,0.030071,-0.021174,0.021174
4.872,0.022917,0.030043,-0.020990,0.020990
4.880,0.022650,0.030037,-0.020859,0.020859
4.892,0.022387,0.030033,-0.020731,0.020731
4.900,0.022130,0.030029,-0.020606,0.020606
4.913,0.021612,0.030017,-0.020328,0.020328
4.920,0.021351,0.030008,-0.020176,0.020176
4.932,0.021096,0.030000,-0.020028,0.020028
4.940,0.020844,0.029992,-0.019884,0.019884
4.952,0.020263,0.029982,-0.019539,0.019539
4.960,0.019980,0.029977,-0.019373,0.019373
4.972,0.019702,0.029973,-0.019210,0.019210
4.980,0.019379,0.029976,-0.019020,0.019020
4.992,0.018748,0.029984,-0.018652,0.018652
5.000,0.018440,0.029988,-0.018473,0.018473
5.012,0.018138,0.029993,-0.018299,0.018299
5.020,0.017784,0.029998,-0.018105,0.018105
5.032,0.017094,0.030007,-0.017729,0.017729
5.040,0.016757,0.030012,-0.017548,0.017548
5.052,0.016380,0.030007,-0.017353,0.017353
5.060,0.016010,0.030002,-0.017162,0.017162
5.072,0.015287,0.029994,-0.016815,0.016815
5.080,0.014891,0.029991,-0.016640,0.016640
5.092,0.014502,0.029988,-0.016468,0.016468
5.100,0.014118,0.029985,-0.016299,0.016299
5.113,0.013351,0.029993,-0.015958,0.015958
5.120,0.012967,0.030004,-0.015784,0.015784
5.132,0.012590,0.030015,-0.015613,0.015613
5.140,0.012218,0.030026,-0.015446,0.015446
5.152,0.011468,0.030053,-0.015110,0.015110
5.160,0.011102,0.030068,-0.014947,0.014947
5.172,0.010742,0.030084,-0.014787,0.014787
5.180,0.010389,0.030117,-0.014622,0.014622
5.192,0.009698,0.030185,-0.014298,0.014298
5.200,0.009360,0.030218,-0.014141,0.014141
5.212,0.009034,0.030285,-0.013986,0.013986
5.220,0.008714,0.030350,-0.013834,0.013834
5.232,0.008087,0.030478,-0.013540,0.013540
5.240,0.007792,0.030561,-0.013394,0.013394
5.252,0.007502,0.030644,-0.013251,0.013251
5.260,0.007216,0.030726,-0.013111,0.013111
5.272,0.006658,0.030886,-0.012837,0.012837
5.280,0.006383,0.030976,-0.012731,0.012731
5.292,0.006113,0.031066,-0.012627,0.012627
5.300,0.005847,0.031155,-0.012525,0.012525
5.312,0.005314,0.031344,-0.012345,0.012345
5.320,0.005048,0.031444,-0.012270,0.012270
5.332,0.004786,0.031544,-0.012196,0.012196
5.340,0.004530,0.031643,-0.012123,0.012123
5.352,0.004009,0.031839,-0.012019,0.012019
5.360,0.003755,0.031935,-0.011958,0.011958
5.372,0.003504,0.032032,-0.011898,0.011898
5.380,0.003240,0.032127,-0.011854,0.011854
5.392,0.002724,0.032313,-0.011768,0.011768
5.400,0.002473,0.032405,-0.011727,0.011727
5.412,0.002212,0.032491,-0.011704,0.011704
5.420,0.001955,0.032577,-0.011681,0.011681
5.432,0.001455,0.032746,-0.011658,0.011658
5.440,0.001206,0.032835,-0.011655,0.011655
5.452,0.000962,0.032924,-0.011651,0.011651
5.460,0.000720,0.033012,-0.011648,0.011648
5.472,0.000245,0.033189,-0.011637,0.011637
5.480,0.000012,0.033277,-0.011631,0.011631
5.492,-0.000446,0.033455,-0.011621,0.011621
5.500,-0.000678,0.033556,-0.011612,0.011612
5.512,-0.000907,0.033657,-0.011603,0.011603
5.520,-0.001133,0.033758,-0.011594,0.011594
5.532,-0.001357,0.033857,-0.011585,0.011585
5.540,-0.001577,0.033956,-0.011576,0.011576
5.552,-0.002042,0.034168,-0.011547,0.011547
5.560,-0.002270,0.034272,-0.011533,0.011533
5.572,-0.002495,0.034376,-0.011520,0.011520
5.580,-0.002726,0.034493,-0.011503,0.011503
